Id,Level,address,cluster,day,start-time,end-time,job-id,latitude,longitude,name,priority,quantity,raw-id,required-skills,service-duration-3,type,service-duration
1894.0_1_B1,B1,WEST OF 76 ST-BTWN-98A-99 AVE,,,10d 06:00:00,20d 14:45:00,,53.53897702,-113.4455455,FOREST HEIGHTS,1,1,1894.0_1,neighbourhood,0.1134722222,D,0.0851041667
1896.0_1_B1,B1,N/S 34 AVE: 34 ST - MILLWOODS RD E,,,10d 06:00:00,20d 14:45:00,,53.46389669,-113.4003169,MINCHAU,1,1,1896.0_1,roadway,0.0829166667,D,0.0621875
1905.0_1_B1,B1,91 ST BTWN 51 AVE & WHITEMUD DRIVE,,16,16d 06:00:00,16d 14:45:00,,53.48513048,-113.4663823,MCINTYRE INDUSTRIAL,1,1,1905.0_1,roadway,0.0447222222,D,0.0335416667
1910.0_1_B1,B1,BTWN LAKEWOOD RD S-28 AVE-83 ST,,,10d 06:00:00,20d 14:45:00,,53.45633745,-113.4572744,MEYONOHK,1,1,1910.0_1,neighbourhood,0.0945833333,D,0.0709375
1944.0_1_B1,B1,E/S & C 34 ST: WHITEMUD DR - 38 AVE,,,10d 06:00:00,20d 14:45:00,,53.48098194,-113.393479,KINISKI GARDENS,1,1,1944.0_1,roadway,0.0854166667,D,0.0640625
1965.0_1_B1,B1,BTWN 34 AVE-SCHOOL-BTWN-73-74 ST,,,10d 06:00:00,20d 14:45:00,,53.4639958,-113.4461327,KAMEYOSEK,1,1,1965.0_1,neighbourhood,0.0609722222,D,0.0457291667
1966.0_1_B1,B1,105A AVE-69-70 ST,,,10d 06:00:00,20d 14:45:00,,53.5473042,-113.4346366,FULTON PLACE,1,1,1966.0_1,neighbourhood,0.0511111111,D,0.0383333333
1967.0_1_B1,B1,SOUTH SIDE MILLWOODS RD S-BTWN 50 ST-C,,,10d 06:00:00,20d 14:45:00,,53.44403276,-113.4110643,CRAWFORD PLAINS,1,1,1967.0_1,roadway,0.1320833333,D,0.0990625
1980.0_1_B1,B1,WEST SIDE 34 ST 18-23 AVE & WEST SIDE 34 ST 16A - 18 AVE,,14,14d 06:00:00,14d 14:45:00,,53.44893668,-113.3941282,DALY GROVE,1,1,1980.0_1,roadway,0.1277777778,D,0.0958333334
2005.0_1_B1,B1,WEST SIDE EKOTA SCHOOL,,,10d 06:00:00,20d 14:45:00,,53.44873045,-113.443077,EKOTA,1,1,2005.0_1,neighbourhood,0.0783333333,D,0.05875
2006.0_1_B1,B1,NORTH OF 20 AVE-BTWN 41 ST-MILLWOODS R,,,10d 06:00:00,20d 14:45:00,,53.45345882,-113.407104,DALY GROVE,1,1,2006.0_1,neighbourhood,0.1041666667,D,0.078125
2014_0_1_B1,B1,10977-50 STREET,,,13d 06:00:00,13d 14:45:00,,53.56051041,-113.4122403,RIVER VALLEY GOLD BAR,1,1,2014_1,neighbourhood,0.0644444444,D,0.0483333333
2014_1_1_B1,B1,10977-50 STREET,,,13d 06:00:00,13d 14:45:00,,53.56051041,-113.4122403,RIVER VALLEY GOLD BAR,1,1,2014_1,neighbourhood,0.0644444444,D,0.0483333333
2014_2_1_B1,B1,10977-50 STREET,,,13d 06:00:00,13d 14:45:00,,53.56051041,-113.4122403,RIVER VALLEY GOLD BAR,1,1,2014_1,neighbourhood,0.0644444444,D,0.0483333333
2014_3_1_B1,B1,10977-50 STREET,,,13d 06:00:00,13d 14:45:00,,53.56051041,-113.4122403,RIVER VALLEY GOLD BAR,1,1,2014_1,neighbourhood,0.0644444444,D,0.0483333333
2016.0_1_B1,B1,EAST OF 42 AVE BTWN 102 & 106B AVE,,20,20d 06:00:00,20d 14:45:00,,53.54874589,-113.4057399,GOLD BAR,1,1,2016.0_1,neighbourhood,0.0194444444,D,0.0145833333
2045.0_1_B1,B1,5 Ave SW - 77 St,,,10d 06:00:00,20d 14:45:00,,53.4288845,-113.4530593,ELLERSLIE,1,1,2045.0_1,neighbourhood,0.0079166667,D,0.0059375
2053.0_1_B1,B1,10505-86 AVE,,,10d 06:00:00,20d 14:45:00,,53.52197042,-113.501767,STRATHCONA,1,1,2053.0_1,neighbourhood,0.0138888889,D,0.0104166667
2062.0_1_B1,B1,83 ST-69 AVE,,,10d 06:00:00,20d 14:45:00,,53.50510071,-113.4542413,AVONMORE,1,1,2062.0_1,neighbourhood,0.0358333333,D,0.026875
2066.0_1_B1,B1,77 St - 7A Ave SW,,,10d 06:00:00,20d 14:45:00,,53.4276126,-113.4528478,ELLERSLIE,1,1,2066.0_1,neighbourhood,0.0708333333,D,0.053125
2067.0_1_B1,B1,77 St: 7A Ave SW - 8 Ave SW,,,10d 06:00:00,20d 14:45:00,,53.42676972,-113.4527792,ELLERSLIE,1,1,2067.0_1,neighbourhood,0.0152777778,D,0.0114583334
2073.0_1_B1,B1,N/S 99 ST: 63 AVE - 66 AVE,,,10d 06:00:00,20d 14:45:00,,53.50009282,-113.4898593,CPR IRVINE,1,1,2073.0_1,neighbourhood,0.0384722222,D,0.0288541667
2080.0_1_B1,B1,EAST SIDE 76 ST-BTWN-38 AVE-WHITEMUD DR,,,10d 06:00:00,20d 14:45:00,,53.48052107,-113.4521361,MICHAELS PARK,1,1,2080.0_1,roadway,0.0569444444,D,0.0427083333
2141.0_1_B1,B1,CONNECTS SCHOOL-MILLBOURNE RD E-73 ST,,,10d 06:00:00,20d 14:45:00,,53.46945111,-113.4449974,LEE RIDGE,1,1,2141.0_1,neighbourhood,0.0286111111,D,0.0214583333
2142.0_1_B1,B1,MILLWOODS RD-SS MILLBOURNE MALL,,,10d 06:00:00,20d 14:45:00,,53.47106546,-113.450702,LEE RIDGE,1,1,2142.0_1,neighbourhood,0.0151388889,D,0.0113541667
2156.0_1_B1,B1,KNOTTWOOD ROAD S-75 ST,,11,11d 06:00:00,11d 14:45:00,,53.44317506,-113.448125,MENISA,1,1,2156.0_1,neighbourhood,0.0916666667,D,0.06875
2162.0_1_B1,B1,WHITEMUD DRIVE : CENTER MEDIAN : CREEK - SIGN BED,,,10d 06:00:00,20d 14:45:00,,53.482924038,-113.354540229,MAPLE,1,1,2162.0_1,roadway,0.0458333333,D,0.034375
2164.0_1_B1,B1,109B AVE-65A ST,,,10d 06:00:00,20d 14:45:00,,53.55869211,-113.4254276,CAPILANO,1,1,2164.0_1,neighbourhood,0.0430555556,D,0.0322916667
2165.0_1_B1,B1,BTWN 75 & 34 ST INCLUDING 82 AVE - 71 ST,,15,15d 06:00:00,15d 14:45:00,,53.51663277,-113.4035534,MORRIS INDUSTRIAL,1,1,2165.0_1,roadway,0.0230555556,D,0.0172916667
2193.0_1_B1,B1,EAST 98 ST - RAVINE & 92 AVE,,13,13d 06:00:00,13d 14:45:00,,53.52148967,-113.4750752,MILL CREEK RAVINE SOUTH,1,1,2193.0_1,neighbourhood,0.0208333333,D,0.015625
2194.0_1_B1,B1,NORTH 63-66 AVE - 89-92 ST,,20,20d 06:00:00,20d 14:45:00,,53.50096985,-113.4677927,HAZELDEAN,1,1,2194.0_1,neighbourhood,0.0391666667,D,0.029375
2203.0_1_B1,B1,BTWN-23 AVE-SATOO SCH PLRW-BTWN 82-85,,,10d 06:00:00,20d 14:45:00,,53.44946567,-113.4578253,SATOO,1,1,2203.0_1,neighbourhood,0.0711111111,D,0.0533333333
2217.0_1_B1,B1,95 ST-88 AVE,,14,14d 06:00:00,14d 14:45:00,,53.5254877,-113.4743503,MILL CREEK RAVINE NORTH,1,1,2217.0_1,neighbourhood,0.0504166667,D,0.0378125
2223.0_1_B1,B1,8620 - 58 AVENUE,,,10d 06:00:00,20d 14:45:00,,53.49481141,-113.4566503,DAVIES INDUSTRIAL WEST,1,1,2223.0_1,neighbourhood,0.0829166667,D,0.0621875
2224.0_1_B1,B1,42 AVE & 47 ST-PIPELINE,,,10d 06:00:00,20d 14:45:00,,53.47705467,-113.4133661,JACKSON HEIGHTS,1,1,2224.0_1,neighbourhood,0.0145833333,D,0.0109375
2233.0_1_B1,B1,SOUTH SIDE/C 34 AVE BTWN MILLWOODS RD & 66 ST,,16,16d 06:00:00,16d 14:45:00,,53.46495912,-113.4432916,LEE RIDGE,1,1,2233.0_1,roadway,0.1213888889,D,0.0910416667
2244.0_1_B1,B1,NORTH OF 28 AVE-BTWN 48 ST-MILLWOODS R,,,10d 06:00:00,20d 14:45:00,,53.45954006,-113.4120146,WEINLOS,1,1,2244.0_1,neighbourhood,0.0943055556,D,0.0707291667
2250_0_1_B1,B1,54-58 ST & 34 AVE-38 AVE,,,13d 06:00:00,13d 14:45:00,,53.46914599,-113.4233464,HILLVIEW,1,1,2250_1,neighbourhood,0.0664236111,D,0.0498177083
2250_1_1_B1,B1,54-58 ST & 34 AVE-38 AVE,,,13d 06:00:00,13d 14:45:00,,53.46914599,-113.4233464,HILLVIEW,1,1,2250_1,neighbourhood,0.0664236111,D,0.0498177083
2250_2_1_B1,B1,54-58 ST & 34 AVE-38 AVE,,,13d 06:00:00,13d 14:45:00,,53.46914599,-113.4233464,HILLVIEW,1,1,2250_1,neighbourhood,0.0664236111,D,0.0498177083
2250_3_1_B1,B1,54-58 ST & 34 AVE-38 AVE,,,13d 06:00:00,13d 14:45:00,,53.46914599,-113.4233464,HILLVIEW,1,1,2250_1,neighbourhood,0.0664236111,D,0.0498177083
2255.0_1_B1,B1,SOUTH SIDE/C 23 AVE-BTWN 66-50 ST,,15,15d 06:00:00,15d 14:45:00,,53.4537107,-113.4285839,MILL WOODS TOWN CENTRE,1,1,2255.0_1,roadway,0.0730555556,D,0.0547916667
2261.0_1_B1,B1,98 AVE-CONNORS ROAD-99 ST,,14,14d 06:00:00,14d 14:45:00,,53.53647744,-113.4816691,MILL CREEK RAVINE NORTH,1,1,2261.0_1,neighbourhood,0.1238888889,D,0.0929166667
2276.0_1_B1,B1,WHITEMUD DRIVE : ROW - CITY LIMITS,,,10d 06:00:00,20d 14:45:00,,53.482314823,-113.361646382,MAPLE,1,1,2276.0_1,roadway,0.1198263889,D,0.0898697917
2288.0_1_B1,B1,75-77 ST & KNOTTWOOD RD. SOUTH,,,10d 06:00:00,20d 14:45:00,,53.44164266,-113.4515174,MENISA,1,1,2288.0_1,neighbourhood,0.0101388889,D,0.0076041667
2335.0_1_B1,B1,CONNECTING SCHOOL-MILLBOURNE RD E,,,10d 06:00:00,20d 14:45:00,,53.46901514,-113.4474729,LEE RIDGE,1,1,2335.0_1,neighbourhood,0.0126388889,D,0.0094791667
2339.0_1_B1,B1,43 ST BTWN MILLWOODS RD & 17 AVE,,18,18d 06:00:00,18d 14:45:00,,53.44391005,-113.4070047,POLLARD MEADOWS,1,1,2339.0_1,neighbourhood,0.1147222222,D,0.0860416667
2341.0_1_B1,B1,81 ST-80 AVE,,,10d 06:00:00,20d 14:45:00,,53.51656641,-113.4527718,KING EDWARD PARK,1,1,2341.0_1,neighbourhood,0.0461111111,D,0.0345833333
2356.0_1_B1,B1,CONNECTS 38 AVE-MILLBOURNE RD E-PIPELI,,,10d 06:00:00,20d 14:45:00,,53.47557117,-113.4483935,MICHAELS PARK,1,1,2356.0_1,neighbourhood,0.0630555556,D,0.0472916667
2358.0_1_B1,B1,BTWN 72 ST/MILBOURNE RD E & PIPELINE,,,10d 06:00:00,20d 14:45:00,,53.47793197,-113.4456944,MICHAELS PARK,1,1,2358.0_1,neighbourhood,0.0243055556,D,0.0182291667
2379.0_1_B1,B1,108 AVE-48 ST,,,10d 06:00:00,20d 14:45:00,,53.55466243,-113.4166271,CAPILANO,1,1,2379.0_1,neighbourhood,0.1079166667,D,0.0809375
2380_0_1_B1,B1,109 AVE-46 ST,,,14d 06:00:00,14d 14:45:00,,53.55622078,-113.4142713,CAPILANO,1,1,2380_1,neighbourhood,0.0574074074,D,0.0430555556
2380_1_1_B1,B1,109 AVE-46 ST,,,14d 06:00:00,14d 14:45:00,,53.55622078,-113.4142713,CAPILANO,1,1,2380_1,neighbourhood,0.0574074074,D,0.0430555556
2380_2_1_B1,B1,109 AVE-46 ST,,,14d 06:00:00,14d 14:45:00,,53.55622078,-113.4142713,CAPILANO,1,1,2380_1,neighbourhood,0.0574074074,D,0.0430555556
2385.0_1_B1,B1,72 ST-103 AVE,,,10d 06:00:00,20d 14:45:00,,53.54486321,-113.4388203,TERRACE HEIGHTS,1,1,2385.0_1,neighbourhood,0.0081944444,D,0.0061458333
2386.0_1_B1,B1,WEST SIDE 75 ST-BTWN-98-101 AVE,,10,11d 06:00:00,11d 14:45:00,,53.5388941,-113.4436549,FOREST HEIGHTS,1,1,2386.0_1,neighbourhood,0.0138888889,D,0.0104166667
2391.0_1_B1,B1,96A ST - CONNORS ROAD,,14,14d 06:00:00,14d 14:45:00,,53.53403064,-113.479064,CLOVERDALE,1,1,2391.0_1,neighbourhood,0.1145833333,D,0.0859375
2409.0_1_B1,B1,98 ST/70-72 AVE + P.U.L. S/W 99ST&73AVE,,17,17d 06:00:00,17d 14:45:00,,53.50761008,-113.4843723,HAZELDEAN,1,1,2409.0_1,neighbourhood,0.0501388889,D,0.0376041667
2410_0_1_B1,B1,98 ST-79 AVE,,,13d 06:00:00,13d 14:45:00,,53.51560934,-113.4812774,RITCHIE,1,1,2410_1,neighbourhood,0.0592592593,D,0.0444444445
2410_1_1_B1,B1,98 ST-79 AVE,,,13d 06:00:00,13d 14:45:00,,53.51560934,-113.4812774,RITCHIE,1,1,2410_1,neighbourhood,0.0592592593,D,0.0444444445
2410_2_1_B1,B1,98 ST-79 AVE,,,13d 06:00:00,13d 14:45:00,,53.51560934,-113.4812774,RITCHIE,1,1,2410_1,neighbourhood,0.0592592593,D,0.0444444445
2411.0_1_B1,B1,86 AVE-100 ST,,,10d 06:00:00,20d 14:45:00,,53.52135918,-113.4893228,STRATHCONA,1,1,2411.0_1,neighbourhood,0.0302777778,D,0.0227083334
2448_0_1_B1,B1,KNOTTWOOD RD E-19 AVE,,,13d 06:00:00,13d 14:45:00,,53.44899765,-113.441916,EKOTA,1,1,2448_1,neighbourhood,0.0596296296,D,0.0447222222
2448_1_1_B1,B1,KNOTTWOOD RD E-19 AVE,,,13d 06:00:00,13d 14:45:00,,53.44899765,-113.441916,EKOTA,1,1,2448_1,neighbourhood,0.0596296296,D,0.0447222222
2448_2_1_B1,B1,KNOTTWOOD RD E-19 AVE,,,13d 06:00:00,13d 14:45:00,,53.44899765,-113.441916,EKOTA,1,1,2448_1,neighbourhood,0.0596296296,D,0.0447222222
2449.0_1_B1,B1,47 ST-BTWN 44 AVE-43A AVE,,,10d 06:00:00,20d 14:45:00,,53.48163656,-113.414401,JACKSON HEIGHTS,1,1,2449.0_1,neighbourhood,0.0093055556,D,0.0069791667
2465.0_1_B1,B1,76 ST-106A AVE,,,10d 06:00:00,20d 14:45:00,,53.55109592,-113.445158,FOREST HEIGHTS,1,1,2465.0_1,neighbourhood,0.01375,D,0.0103125
2466.0_1_B1,B1,106A AVE-W OF 76 ST,,,10d 06:00:00,20d 14:45:00,,53.550572,-113.446547,FOREST HEIGHTS,1,1,2466.0_1,neighbourhood,0.0094444444,D,0.0070833333
2467.0_1_B1,B1,3165 - 34A Ave,,,10d 06:00:00,20d 14:45:00,,53.4652597,-113.3893251,WILD ROSE,1,1,2467.0_1,neighbourhood,0.0544444444,D,0.0408333333
2468.0_1_B1,B1,BTWN-85-91 ST-BTWN-RICHFIELD RD-38 AVE,,,10d 06:00:00,20d 14:45:00,,53.47213553,-113.4626289,RICHFIELD,1,1,2468.0_1,neighbourhood,0.1018055556,D,0.0763541667
2469.0_1_B1,B1,WS/C 91 ST BTWN 34 & 39 AVE,,15,15d 06:00:00,15d 14:45:00,,53.46979343,-113.467082,STRATHCONA INDUSTRIAL PARK,1,1,2469.0_1,roadway,0.0829166667,D,0.0621875
2471.0_1_B1,B1,SOUTH SIDE 44 AVE-BTWN 49 ST-WW AT JACK,,,10d 06:00:00,20d 14:45:00,,53.48187979,-113.4136244,JACKSON HEIGHTS,1,1,2471.0_1,neighbourhood,0.0163888889,D,0.0122916667
2482.0_1_B1,B1,BTWN-91 ST-MILLBOURNE RD W-42A-43 AVE,,,10d 06:00:00,20d 14:45:00,,53.48002448,-113.4618142,TWEDDLE PLACE,1,1,2482.0_1,neighbourhood,0.1179166667,D,0.0884375
2491.0_1_B1,B1,EAST SIDE MILLWOODS RD E. & 20 - 23 AVE,,,10d 06:00:00,20d 14:45:00,,53.45386326,-113.4090297,DALY GROVE,1,1,2491.0_1,roadway,0.0109722222,D,0.0082291667
2492.0_1_B1,B1,NORTH OF 28 AVE-BTWN MILLWOODS RD-37 S,,11,11d 06:00:00,11d 14:45:00,,53.45955007,-113.4022907,BISSET,1,1,2492.0_1,neighbourhood,0.0327777778,D,0.0245833334
2499.0_1_B1,B1,WEST SIDE MILLWOODS RD BTWN 36-34 AVE,,,10d 06:00:00,20d 14:45:00,,53.46599976,-113.4507729,RICHFIELD,1,1,2499.0_1,roadway,0.0275,D,0.020625
2503.0_1_B1,B1,East of School: 77 St & 40 Ave,,10,11d 06:00:00,11d 14:45:00,,53.47648911,-113.4532758,TWEDDLE PLACE,1,1,2503.0_1,neighbourhood,0.0511111111,D,0.0383333333
2527.0_1_B1,B1,106 AVE-50 ST,,,10d 06:00:00,20d 14:45:00,,53.55024676,-113.4191255,FULTON PLACE,1,1,2527.0_1,neighbourhood,0.0613888889,D,0.0460416667
2546.0_1_B1,B1,54-56 ST-BTWN-92C-93A AVE,,,10d 06:00:00,20d 14:45:00,,53.52968843,-113.42164,OTTEWELL,1,1,2546.0_1,neighbourhood,0.0202777778,D,0.0152083334
2562.0_1_B1,B1,N/S & S/S 28 AVE: 50 ST - 48 ST,,,10d 06:00:00,20d 14:45:00,,53.45941169,-113.4189058,WEINLOS,1,1,2562.0_1,roadway,0.0458333333,D,0.034375
2575.0_1_B1,B1,BTWN-MILLBOURNE RD W-91 ST-41-42 AVE,,,10d 06:00:00,20d 14:45:00,,53.47785338,-113.4616282,TWEDDLE PLACE,1,1,2575.0_1,neighbourhood,0.0729166667,D,0.0546875
2577.0_1_B1,B1,NORTH SIDE 28 AVE BTWN 91 ST & LAKEWOO,,16,16d 06:00:00,16d 14:45:00,,53.45897563,-113.4631064,TIPASKAN,1,1,2577.0_1,roadway,0.0559722222,D,0.0419791667
2581.0_1_B1,B1,NORTH SIDE 28 AVE & 79 ST - MILLWOODS RD,,15,15d 06:00:00,15d 14:45:00,,53.45876841,-113.450742,TIPASKAN,1,1,2581.0_1,roadway,0.0416666667,D,0.03125
2587.0_1_B1,B1,ELLERSLIE ROAD - SUMMERSIDE GATE,,,10d 06:00:00,20d 14:45:00,,53.42249618,-113.4789117,ELLERSLIE INDUSTRIAL,1,1,2587.0_1,roadway,0.0322222222,D,0.0241666667
2598.0_1_B1,B1,MILLBOURNE RD E-36A AVE-LEE RIDGE RD,,,10d 06:00:00,20d 14:45:00,,53.46898911,-113.4427955,LEE RIDGE,1,1,2598.0_1,neighbourhood,0.0384722222,D,0.0288541667
2601_0_1_B1,B1,ES 91 ST - 34 AVE - MILLWOODS RD SS - 87 ST,,,15d 06:00:00,15d 14:45:00,,53.46998118,-113.465656,RICHFIELD,1,1,2601_1,roadway,0.0660648148,D,0.0495486111
2601_1_1_B1,B1,ES 91 ST - 34 AVE - MILLWOODS RD SS - 87 ST,,,15d 06:00:00,15d 14:45:00,,53.46998118,-113.465656,RICHFIELD,1,1,2601_1,roadway,0.0660648148,D,0.0495486111
2601_2_1_B1,B1,ES 91 ST - 34 AVE - MILLWOODS RD SS - 87 ST,,,15d 06:00:00,15d 14:45:00,,53.46998118,-113.465656,RICHFIELD,1,1,2601_1,roadway,0.0660648148,D,0.0495486111
2610.0_1_B1,B1,96A-97 ST-93-95 AVE,,14,14d 06:00:00,14d 14:45:00,,53.53179874,-113.4797255,BONNIE DOON,1,1,2610.0_1,neighbourhood,0.0073611111,D,0.0055208333
2626.0_1_B1,B1,W/S & C 50 ST BTWN 11-13 AVE,,16,16d 06:00:00,16d 14:45:00,,53.44063989,-113.4187295,CRAWFORD PLAINS,1,1,2626.0_1,roadway,0.0141666667,D,0.010625
2632.0_1_B1,B1,MILLWOODS ROAD-36 AVE,,11,11d 06:00:00,11d 14:45:00,,53.47026464,-113.4558261,RICHFIELD,1,1,2632.0_1,neighbourhood,0.0851388889,D,0.0638541667
2640.0_1_B1,B1,WEST OF 24 ST: BETWEEN 38 & 43A AVE,,10,11d 06:00:00,11d 14:45:00,,53.47847993,-113.3811779,LARKSPUR,1,1,2640.0_1,neighbourhood,0.0823611111,D,0.0617708333
2644.0_1_B1,B1,31 ST-BTWN 37A-38 AVE,,,10d 06:00:00,20d 14:45:00,,53.47272278,-113.3872758,WILD ROSE,1,1,2644.0_1,neighbourhood,0.0144444444,D,0.0108333333
2645_0_1_B1,B1,E/S 91 ST BTWN MILLWOODS RD & WHITEMUD,,,15d 06:00:00,15d 14:45:00,,53.47831237,-113.4657453,TWEDDLE PLACE,1,1,2645_1,roadway,0.0561188272,D,0.0420891204
2645_1_1_B1,B1,E/S 91 ST BTWN MILLWOODS RD & WHITEMUD,,,15d 06:00:00,15d 14:45:00,,53.47831237,-113.4657453,TWEDDLE PLACE,1,1,2645_1,roadway,0.0561188272,D,0.0420891204
2645_2_1_B1,B1,E/S 91 ST BTWN MILLWOODS RD & WHITEMUD,,,15d 06:00:00,15d 14:45:00,,53.47831237,-113.4657453,TWEDDLE PLACE,1,1,2645_1,roadway,0.0561188272,D,0.0420891204
2662.0_1_B1,B1,38 AVE-58 ST,,10,11d 06:00:00,11d 14:45:00,,53.46988154,-113.4269172,HILLVIEW,1,1,2662.0_1,neighbourhood,0.0927777778,D,0.0695833334
2683.0_1_B1,B1,ES 91 ST BTWN 23 - 28 AVE,,16,16d 06:00:00,16d 14:45:00,,53.45531632,-113.4657287,MEYONOHK,1,1,2683.0_1,roadway,0.0481944444,D,0.0361458333
2705.0_1_B1,B1,SOUTH SIDE 34 AVE BTWN 50 ST-MILLWOODS RD E,,16,16d 06:00:00,16d 14:45:00,,53.46433258,-113.4123796,WEINLOS,1,1,2705.0_1,roadway,0.10125,D,0.0759375
2711.0_1_B1,B1,E/S MILLWOODS RD: 23 AVE - 80 ST,,,10d 06:00:00,20d 14:45:00,,53.4511817,-113.4484585,EKOTA,1,1,2711.0_1,roadway,0.0713888889,D,0.0535416667
2731.0_1_B1,B1,East of 50 St & South of 34 Ave,,,10d 06:00:00,20d 14:45:00,,53.46408987,-113.4191383,WEINLOS,1,1,2731.0_1,neighbourhood,0.0694444444,D,0.0520833333
2738.0_1_B1,B1,NORTH SIDE MILLWOODS RD S-BTWN 66-50 S,,,10d 06:00:00,20d 14:45:00,,53.44587358,-113.4275826,MEYOKUMIN,1,1,2738.0_1,roadway,0.1013888889,D,0.0760416667
2753.0_1_B1,B1,WEST SIDE 97 ST-63-68 AVE,,,10d 06:00:00,20d 14:45:00,,53.50219799,-113.4796743,HAZELDEAN,1,1,2753.0_1,neighbourhood,0.0934722222,D,0.0701041667
2761.0_1_B1,B1,WEST SIDE 50 ST BTWN MILLWOODS RD S-23,,,10d 06:00:00,20d 14:45:00,,53.44946359,-113.4197467,MEYOKUMIN,1,1,2761.0_1,roadway,0.1011111111,D,0.0758333333
2762.0_1_B1,B1,87 AVE-102 ST,,,10d 06:00:00,20d 14:45:00,,53.52214433,-113.493411,STRATHCONA,1,1,2762.0_1,neighbourhood,0.1476388889,D,0.1107291667
2769.0_1_B1,B1,50 ST-106-109A AVE,,,10d 06:00:00,20d 14:45:00,,53.55514767,-113.41853,CAPILANO,1,1,2769.0_1,neighbourhood,0.0952777778,D,0.0714583334
2798.0_1_B1,B1,EAST OF FULTON ROAD-BTWN-102A-103 AVE,,,10d 06:00:00,20d 14:45:00,,53.54443227,-113.4273885,FULTON PLACE,1,1,2798.0_1,neighbourhood,0.0152777778,D,0.0114583334
2813.0_1_B1,B1,84 AVE-105 ST,,,10d 06:00:00,20d 14:45:00,,53.51978075,-113.5019704,STRATHCONA,1,1,2813.0_1,neighbourhood,0.0222222222,D,0.0166666667
2846.0_1_B1,B1,S/S SH PK FREEWAY: OVERPASS - 50 ST(34 St to 50 St),,15,15d 06:00:00,15d 14:45:00,,53.51414833,-113.4213001,DAVIES INDUSTRIAL EAST,1,1,2846.0_1,roadway,0.0230555556,D,0.0172916667
2860_0_1_B1,B1,97 ST-75 AVE,,,13d 06:00:00,13d 14:45:00,,53.51080315,-113.4810636,RITCHIE,1,1,2860_1,neighbourhood,0.0755092593,D,0.0566319445
2860_1_1_B1,B1,97 ST-75 AVE,,,13d 06:00:00,13d 14:45:00,,53.51080315,-113.4810636,RITCHIE,1,1,2860_1,neighbourhood,0.0755092593,D,0.0566319445
2860_2_1_B1,B1,97 ST-75 AVE,,,13d 06:00:00,13d 14:45:00,,53.51080315,-113.4810636,RITCHIE,1,1,2860_1,neighbourhood,0.0755092593,D,0.0566319445
2870.0_1_B1,B1,N/S & W/S MILL WOODS ROAD: 17 AVE - 46 ST,,,10d 06:00:00,20d 14:45:00,,53.44309506,-113.4053314,POLLARD MEADOWS,1,1,2870.0_1,roadway,0.0173611111,D,0.0130208333
2892.0_1_B1,B1,S/S & C 23 AVE: 50 ST - MILLWOODS RD E,,,10d 06:00:00,20d 14:45:00,,53.45516891,-113.4144723,WEINLOS,1,1,2892.0_1,roadway,0.1093055556,D,0.0819791667
2899.0_1_B1,B1,104 AVE-62 ST,,,10d 06:00:00,20d 14:45:00,,53.5468906,-113.4283128,FULTON PLACE,1,1,2899.0_1,neighbourhood,0.0138888889,D,0.0104166667
2900.0_1_B1,B1,101A AVE-67-70 ST,,,10d 06:00:00,20d 14:45:00,,53.54251483,-113.4338293,TERRACE HEIGHTS,1,1,2900.0_1,neighbourhood,0.01375,D,0.0103125
2913.0_1_B1,B1,SOUTH SIDE/C 28 AVE BTWN 66-50 ST,,16,16d 06:00:00,16d 14:45:00,,53.45914321,-113.4262274,TAWA,1,1,2913.0_1,roadway,0.0452777778,D,0.0339583334
2914.0_1_B1,B1,N/S 28 AVE: LAKEWOOD RD E - 66 ST,,16,16d 06:00:00,16d 14:45:00,,53.45858925,-113.439506,KAMEYOSEK,1,1,2914.0_1,roadway,0.0527777778,D,0.0395833334
2915.0_1_B1,B1,N.S. 28 AVE BTWN PIPELINE & 66 ST,,15,15d 06:00:00,15d 14:45:00,,53.45856711,-113.4369712,KAMEYOSEK,1,1,2915.0_1,roadway,0.0229166667,D,0.0171875
2921.0_1_B1,B1,WEST OF 37 ST & NORTH OF 28 AVE,,11,11d 06:00:00,11d 14:45:00,,53.45907884,-113.3992562,BISSET,1,1,2921.0_1,neighbourhood,0.0093055556,D,0.0069791667
2935.0_1_B1,B1,N/S 28 AVE: MILL WOODS RD - LAKEWOOD RD,,,10d 06:00:00,20d 14:45:00,,53.45861646,-113.4426731,KAMEYOSEK,1,1,2935.0_1,roadway,0.1184722222,D,0.0888541667
2954.0_1_B1,B1,W/S MILL WOODS ROAD: 23 AVE - 80 ST,,,10d 06:00:00,20d 14:45:00,,53.45106918,-113.4498968,SATOO,1,1,2954.0_1,roadway,0.0713888889,D,0.0535416667
2955.0_1_B1,B1,ES 91 ST BTWN 28 & 34 AVE,,17,16d 06:00:00,16d 14:45:00,,53.4619236,-113.465737,TIPASKAN,1,1,2955.0_1,roadway,0.0729166667,D,0.0546875
2966.0_1_B1,B1,N/S 38 AVE: 34 ST - 17 ST,,,10d 06:00:00,20d 14:45:00,,53.47495989,-113.3835263,LARKSPUR,1,1,2966.0_1,neighbourhood,0.0583333333,D,0.04375
2973.0_1_B1,B1,BTWN 75 & 34 ST INCLUDING 82 AVE - 71 ST,,17,16d 06:00:00,16d 14:45:00,,53.51591628,-113.4046955,MORRIS INDUSTRIAL,1,1,2973.0_1,roadway,0.0711111111,D,0.0533333333
